,1,2,3
count,5000.0,5000.0,5000.0
mean,7.736933493158671,8.20122086060637,9.222930062366235
std,0.3378486580371167,0.24637430231128093,0.41752199227286757
min,6.506335765674932,7.379093883451221,8.421312674437809
25%,7.586474452597498,8.01834636732179,8.909650257316168
50%,7.822901979173134,8.185980345920612,9.189781815545944
75%,7.9608802579784035,8.387695286240556,9.475072553942374
max,8.365877272183363,9.03930419688882,10.916219910590312
