,NumberOfDistricts,NumberOfPlans,AveragePopulation,AverageWhitePopulation,AverageAsianPopulation,AverageAfricanPopulation,AverageHispanicPopulation,AverageMajorityMinority,AveragePolsbyPopper,AverageDemocraticRepresentative,AverageRepublicanRepresentative
0,3,5000,2667007.999856548,1728816.6665392297,145432.6666640104,507901.33332601405,210608.33333044915,1.719,0.1935610167039804,5.955,5.045
