,1,2,3
count,5000.0,5000.0,5000.0
mean,3.5789998539197994,5.31006336493257,14.643981104651052
std,0.5082159316193476,0.29718894499169446,0.9800899422530641
min,2.5497263573719167,4.555852750199662,11.902431320079142
25%,3.1116561012614685,5.181731301891945,14.042493221475821
50%,3.5573892445749924,5.293073284958623,14.213445063563832
75%,3.902791503015697,5.361634466132868,15.550051994218993
max,5.386941223296934,7.766902528200631,16.904702300528392
