,1,2,3
count,5000.0,5000.0,5000.0
mean,1.7395701394512475,3.1122643781741814,11.420826047063441
std,0.36416796531075757,0.26967423398730944,1.1741387127172094
min,1.1014810732315492,2.4895307391852572,7.115903640697831
25%,1.393762782676042,2.928377946294622,10.674414378311686
50%,1.701229449269528,3.1384836051900864,10.852904556641839
75%,2.038633691844263,3.2550647583949677,12.489165209078838
max,3.2839195971905433,5.665228819273841,14.017628429971268
