,1,2,3
count,5000.0,5000.0,5000.0
mean,11.212239970779617,14.770816576398156,30.924353252119882
std,0.5875342423308656,2.5767365781960474,1.8663526948839217
min,8.226669669710047,11.16341176547411,21.654802145376152
25%,10.952196509739604,12.54601261515382,30.433926615476068
50%,11.287195307041378,14.022766775825602,31.264074358705574
75%,11.506191585195813,16.680247941199333,31.930801865178122
max,13.39234181067028,23.065841444794692,35.19039114692365
