,NumberOfDistricts,NumberOfPlans,AveragePopulation,AverageWhitePopulation,AverageAsianPopulation,AverageAfricanPopulation,AverageHispanicPopulation,AverageMajorityMinority,AveragePolsbyPopper,AverageDemocraticRepresentative,AverageRepublicanRepresentative
0,4,5000,2883885.5,2339579.25,47690.25,347278.5,88666.75,1.992,0.15397598202557647,6.393,9.607
