,NumberOfDistricts,NumberOfPlans,AveragePopulation,AverageWhitePopulation,AverageAsianPopulation,AverageAfricanPopulation,AverageHispanicPopulation,AverageMajorityMinority,AveragePolsbyPopper,AverageDemocraticRepresentative,AverageRepublicanRepresentative
0,13,10000,733498.6923076921,478768.84615384607,15890.69230769231,155373.38461538457,61547.69230769229,0.0,0.1922557592949925,5.2431,7.7569
