,1,2,3
count,5000.0,5000.0,5000.0
mean,7.491354275546132,8.279984944214593,9.280660706702584
std,0.5874038424924025,0.26545089342498585,0.440431634323015
min,5.910198947008149,7.139244897823027,8.405237831815098
25%,7.065066268593538,8.104976490792541,8.950284048175993
50%,7.638893409907686,8.311940772342286,9.260372402014418
75%,7.967474075253866,8.455063917270135,9.589307088448216
max,8.37259596609777,9.124068210479264,10.989287299382937
