,1,2,3
count,5000.0,5000.0,5000.0
mean,14.349579911730252,22.478594515653793,26.967864088397153
std,1.9804778607246796,1.7177209850832789,1.1597478004038575
min,7.369584668771807,17.191964877088733,23.904371583952887
25%,14.166222960430195,21.54100670829567,26.206497105109005
50%,14.719509761316488,22.70668002575362,26.902981458196678
75%,15.335653792978873,23.812643421228064,27.543777062699448
max,18.14982025444113,25.918776200929468,31.85874426901497
