,1,2,3
count,5000.0,5000.0,5000.0
mean,1.4637953282312381,2.092851413334562,2.8895090053807926
std,0.3702966265306138,0.1885831861947631,0.38151686813129465
min,0.8425239009834581,1.258077193879039,2.176941071947542
25%,1.131151078698886,2.0696545934101014,2.584917655769021
50%,1.445232594854771,2.104157548759155,2.8812200862719917
75%,1.7596024735489553,2.1612336111241124,3.094447736585417
max,2.1571611370822064,2.6402719067560065,4.017753504500313
