,NumberOfDistricts,NumberOfPlans,AveragePopulation,AverageWhitePopulation,AverageAsianPopulation,AverageAfricanPopulation,AverageHispanicPopulation,AverageMajorityMinority,AveragePolsbyPopper,AverageDemocraticRepresentative,AverageRepublicanRepresentative
0,11,10000,727365.8181426956,471495.4545106994,39663.454544730135,138518.5454525491,57438.63636284975,0.0,0.17365867138051413,6.3654,4.6346
