,1,2,3
count,5000.0,5000.0,5000.0
mean,11.01693185481108,15.004692632677154,30.237710877135655
std,1.0505449379618792,2.5671178180973877,2.759890713938703
min,8.304476664282731,10.10550157627622,22.062435836877945
25%,10.54236455504672,12.671910026513956,28.724793616259966
50%,11.200460093169845,15.509611968658152,30.332428224965607
75%,11.429028184164814,16.648353731272415,32.35338605819436
max,15.160164939007837,22.785802251069125,35.47304833043813
