,1,2,3
count,5000.0,5000.0,5000.0
mean,3.9202263053645163,5.442743840397532,15.559011778524106
std,0.6332652810324993,0.4338637389448812,1.4586180014791352
min,2.4864006448418343,4.697053965004141,11.055838102173496
25%,3.3576584397329965,5.12688062801253,15.537214440163732
50%,3.9772577313574558,5.395076411979137,16.263983133289567
75%,4.4472410800939794,5.647383767468799,16.4102495249387
max,5.706057043903178,9.038991126566366,16.691411645554194
