,NumberOfDistricts,NumberOfPlans,AveragePopulation,AverageWhitePopulation,AverageAsianPopulation,AverageAfricanPopulation,AverageHispanicPopulation,AverageMajorityMinority,AveragePolsbyPopper,AverageDemocraticRepresentative,AverageRepublicanRepresentative
0,3,5000,2667007.9998565502,1728816.6665392308,145432.66666401073,507901.3333260143,210608.33333044898,2.221,0.1817473150122298,5.964,5.036
