,NumberOfDistricts,NumberOfPlans,AveragePopulation,AverageWhitePopulation,AverageAsianPopulation,AverageAfricanPopulation,AverageHispanicPopulation,AverageMajorityMinority,AveragePolsbyPopper,AverageDemocraticRepresentative,AverageRepublicanRepresentative
0,3,5000,3178494.333333334,2074665.0,68859.66666666666,673284.6666666666,266706.6666666666,2.792,0.2235503115388471,6.083,6.915
